quote,topic,direction,price_direction,unemployment_direction,horizon_months,confidence,voice,speaker_name,scope,is_quoted_forecaster,conditional_on,reasoning,current_state,page_id,date,publisher,source_text_type,predicted_norm,realized,basis,hit,scorable,unscorable_reason,horizon_used,horizon_basis
Trade conditions are being gradually restored to their normal state and there is much better feeling everywhere... the worst is over ... a new era is dawning for the Filipinos.,general_business,improve,na,na,vague,assertive,official,Gen. Otis,foreign,True,na,peace restored,mixed,/service/ndnp/dlc/batch_dlc_ifill_ver01/data/sn84025861/00211664782/1900060701/0018.xml,1900-06-07,"the wisconsin weekly advocate (milwaukee, wis.) 1898-19??",full_page,improve,,,,False,scope=foreign (not US national),,
the wheat crop in the Mississippi valley this year promises to be pretty short,general_business,worsen,down,na,vague,assertive,journalist,na,regional,False,na,drought conditions,bad,/service/ndnp/wa/batch_wa_gilia_ver01/data/2007252185/00211107741/1900071201/0525.xml,1900-07-12,"ranche and range (north yakima, wash.) 1897-1902",full_page,worsen,,,,False,scope=regional (not US national),,
Hawaii is going to be one of our best customers along these lines,general_business,improve,na,na,vague,assertive,journalist,na,regional,False,na,growth in shipping trade,mixed,/service/ndnp/wa/batch_wa_gilia_ver01/data/2007252185/00211107741/1900071201/0525.xml,1900-07-12,"ranche and range (north yakima, wash.) 1897-1902",full_page,improve,,,,False,scope=regional (not US national),,
It seems the time is coming when the Belgian hare and poultry will be a regular line of industry in the Pacific Northwest,industry,improve,na,na,vague,hedged,journalist,na,regional,False,na,rising interest and utility,mixed,/service/ndnp/wa/batch_wa_gilia_ver01/data/2007252185/00211107741/1900071201/0525.xml,1900-07-12,"ranche and range (north yakima, wash.) 1897-1902",full_page,improve,,,,False,scope=regional (not US national),,
If the democrats are going to make free silver the issue they will renew the calamity cry and we shall hear from the calamity orators about the depression in business and the great disasters to come.,general_business,worsen,na,na,vague,hedged,expert,E. H. Gary,national,True,democrats make free silver,political issue will cause calamity,mixed,/service/ndnp/nbu/batch_nbu_fairbury_ver01/data/sn96080161/00206539227/1900071201/0018.xml,1900-07-12,"the conservative (nebraska city, neb.) 1898-1902",full_page,worsen,improve,NBER,0.0,True,,12.0,default
"the outlook is that an export of 132.Wi0,000 to 150.000.000 bushels will be pos sible without reducing visible and farm supplies materially from the totals esti mated held on July 1.",markets,improve,na,na,vague,assertive,expert,Bradstreet,national,True,na,na,mixed,/service/ndnp/mnhi/batch_mnhi_nisswa_ver01/data/sn90059523/0020653400A/1900072101/0222.xml,1900-07-21,"the saint paul globe (st. paul, minn.) 1896-1905",full_page,improve,improve,NBER,1.0,True,,12.0,default
"It is possible that call money may rule a trifle higher over the July disbursements, but no disturbance is expected, as preparations for the payments are already about completed.",prices,improve,up,na,vague,hedged,journalist,na,national,False,na,call money may rise over July disbursements,bad,/service/ndnp/dlc/batch_dlc_iceland_ver02/data/sn83030214/00175040870/1900062901/0585.xml,1900-06-29,new-york tribune (new york [n.y.]) 1866-1924,full_page,up,,no CPI before 1913 / outside coverage,,False,no CPI before 1913 / outside coverage,12.0,default
"The advance in the price of silver is creating a good demand for the Mexican Railroad issues, Anaconda and Denver and Rio Grande preferred. London has been taking the last named stock in expectation that the road will increase its business owing to the renewed demand for silver.",industry,improve,up,na,vague,assertive,journalist,na,foreign,False,na,higher silver price boosts demand,mixed,/service/ndnp/dlc/batch_dlc_iceland_ver02/data/sn83030214/00175040870/1900062901/0585.xml,1900-06-29,new-york tribune (new york [n.y.]) 1866-1924,full_page,improve,,,,False,scope=foreign (not US national),,
It will probably take some definite development of a favorable character to induce the placing of any considerable business.,industry,improve,na,na,vague,hedged,journalist,na,national,False,definite development of favorable character,drought depresses iron trade orders,bad,/service/ndnp/dlc/batch_dlc_iceland_ver02/data/sn83030214/00175040870/1900062901/0585.xml,1900-06-29,new-york tribune (new york [n.y.]) 1866-1924,full_page,improve,,topic 'industry' has no ground-truth series,,False,topic 'industry' has no ground-truth series,12.0,default
business conditions continue steady and comparatively unaf fected.,general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,na,bad,/service/ndnp/sdhi/batch_sdhi_eagle_ver01/data/sn2001063133/00415623288/1900090601/0344.xml,1900-09-06,"turner county herald (hurley, dakota [s.d.]) 1883-19??",full_page,improve,improve,NBER,1.0,True,,12.0,default
"It is estimated that 100,000 miles of new railroad will be built in the United States in the next 15 years, and the extent to which the trolley will spread out is beyond calculation",other,improve,na,na,vague,assertive,unclear,na,national,False,na,na,na,/service/ndnp/khi/batch_khi_finney_ver02/data/sn83040198/00212473534/1900081001/0155.xml,1900-08-10,"barton county democrat (great bend, kan.) 1885-1915",full_page,improve,improve,NBER,1.0,True,,12.0,default
"the outlook as to corn is for a 2,100,000,000 bushel crop, spring wheat is turning out better-in quality and quantity then expected",other,improve,na,na,vague,assertive,unclear,na,national,False,na,na,na,/service/ndnp/khi/batch_khi_finney_ver02/data/sn83040198/00212473534/1900081001/0155.xml,1900-08-10,"barton county democrat (great bend, kan.) 1885-1915",full_page,improve,improve,NBER,1.0,True,,12.0,default
drift of crude prices generally is toward a lower level,prices,worsen,down,na,vague,assertive,unclear,na,industry,False,na,na,na,/service/ndnp/khi/batch_khi_finney_ver02/data/sn83040198/00212473534/1900081001/0155.xml,1900-08-10,"barton county democrat (great bend, kan.) 1885-1915",full_page,down,,,,False,scope=industry (not US national),,
"the restaurants and bakeries realize the fact that Ottumwa is going to have a big timfe, and are making preparations for thousands of people",general_business,improve,na,na,vague,assertive,journalist,na,regional,False,na,na,mixed,/service/ndnp/iahi/batch_iahi_isbell_ver01/data/sn86061214/00415668685/1900090401/0198.xml,1900-09-04,"ottumwa semi-weekly courier (ottumwa, iowa) 1899-1903",full_page,improve,,,,False,scope=regional (not US national),,
Business Conditions and Out look Are Bright for the Fall Season.,general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,na,mixed,/service/ndnp/iahi/batch_iahi_carson_ver01/data/sn85049554/00416159336/1900082501/0183.xml,1900-08-25,"evening times-republican (marshalltown, iowa) 1890-1923",full_page,improve,improve,NBER,1.0,True,,6.0,inferred_short
"Prices are steady. but there is talk of a decline, perhaps $t0 p.-r ton in steel rails shortly to a basis",prices,worsen,down,na,vague,hedged,journalist,na,national,False,na,na,steady,/service/ndnp/iahi/batch_iahi_carson_ver01/data/sn85049554/00416159336/1900082501/0183.xml,1900-08-25,"evening times-republican (marshalltown, iowa) 1890-1923",full_page,down,,no CPI before 1913 / outside coverage,,False,no CPI before 1913 / outside coverage,6.0,inferred_short
The placing of orders for additional lake vessels this week gives to the plate market a roseate hue. ... point strongly to full activity at all ship building plants on the great Lakes thru the coming winter.,industry,improve,na,na,6,assertive,journalist,na,regional,False,na,na,na,/service/ndnp/iahi/batch_iahi_carson_ver01/data/sn85049554/00416159336/1900082501/0183.xml,1900-08-25,"evening times-republican (marshalltown, iowa) 1890-1923",full_page,improve,,,,False,scope=regional (not US national),,
Many plants that have been idle are scheduled to resume about September 1 when consumption must essentially increase,general_business,improve,na,na,1,assertive,journalist,na,regional,False,na,na,na,/service/ndnp/iahi/batch_iahi_carson_ver01/data/sn85049554/00416159336/1900082501/0183.xml,1900-08-25,"evening times-republican (marshalltown, iowa) 1890-1923",full_page,improve,,,,False,scope=regional (not US national),,
"There seems a likelihood of the wire less telegraphy system being in action In the near future. ... once the system Is In working order, it will excite a great deal of Interest throughout tho world, for It is the first time that it has been installed for practical commercial use. It will prove a grand advertisement for, the Territory should it be- successful.",other,improve,na,na,vague,assertive,journalist,na,regional,False,na,first practical commercial use,mixed,/service/ndnp/hihouml/batch_hihouml_brick_ver01/data/sn82015415/00237283892/1900082101/0769.xml,1900-08-21,the hawaiian star (honolulu [oahu]) 1893-1912,full_page,improve,,,,False,scope=regional (not US national),,
The consumption of iron and steel will reach large figures during the next twelve months probably not very much under those of the last like period.,general_business,improve,na,na,12,assertive,journalist,na,national,False,na,na,mixed,/service/ndnp/dlc/batch_dlc_greece_ver02/data/sn83030214/00175040894/1900071301/0246.xml,1900-07-13,new-york tribune (new york [n.y.]) 1866-1924,full_page,improve,improve,NBER,1.0,True,,12.0,stated
Action of this kind may relieve the market considerably and ent a further decline in prices.,prices,worsen,down,na,vague,hedged,journalist,na,industry,False,na,na,bad,/service/ndnp/dlc/batch_dlc_greece_ver02/data/sn83030214/00175040894/1900071301/0246.xml,1900-07-13,new-york tribune (new york [n.y.]) 1866-1924,full_page,down,,,,False,scope=industry (not US national),,
"This is an important reduction, but it likely to be expected the present month as furnaces are still being put out of blast.",general_business,worsen,na,na,vague,hedged,journalist,na,industry,False,na,na,bad,/service/ndnp/dlc/batch_dlc_greece_ver02/data/sn83030214/00175040894/1900071301/0246.xml,1900-07-13,new-york tribune (new york [n.y.]) 1866-1924,full_page,worsen,,,,False,scope=industry (not US national),,
"Should the withdrawal of vessels from trade service continue for a while longer, it has in the pa-et month or two. there will be something approximating a cor ner in freight room.",general_business,worsen,na,na,vague,assertive,journalist,na,national,False,withdrawal of vessels continues,shipping shortage reduces freight capacity,bad,/service/ndnp/gu/batch_gu_gadget_ver01/data/sn89053684/00414182306/1900082701/1341.xml,1900-08-27,"the savannah morning news (savannah, ga.) 1900-current",full_page,worsen,improve,NBER,0.0,True,,12.0,default
"The money market tvIM bear watching. At present rates are very high, but the surplus reserve is down to $20,000,000, com pared with $15,000,000 this time last year. ... crop and trade requirements as sert themsc'ivee during the next four months these will be depleted, and the demand will then fall upon New York banks.",general_business,worsen,na,na,4,hedged,journalist,na,regional,False,crop and trade requirements deplete,"depletion reduces money supply, raises demand on banks",bad,/service/ndnp/gu/batch_gu_gadget_ver01/data/sn89053684/00414182306/1900082701/1341.xml,1900-08-27,"the savannah morning news (savannah, ga.) 1900-current",full_page,worsen,,,,False,scope=regional (not US national),,
"A fairly stronger undertone prevails, and in the absence of unfavorable developments a more active market may be reasonably expected after awhile.",markets,improve,na,na,vague,hedged,journalist,na,national,False,absence of unfavorable developments,stronger undertone leads to activity,mixed,/service/ndnp/gu/batch_gu_gadget_ver01/data/sn89053684/00414182306/1900082701/1341.xml,1900-08-27,"the savannah morning news (savannah, ga.) 1900-current",full_page,improve,improve,NBER,1.0,True,,12.0,default
"In spite of the obvious signs of the times, leading Southern papers continue to predict 10 cents this fall.",prices,improve,up,na,6,hedged,journalist,na,regional,False,na,papers forecast higher cotton price,mixed,/service/ndnp/gu/batch_gu_gadget_ver01/data/sn89053684/00414182306/1900082701/1341.xml,1900-08-27,"the savannah morning news (savannah, ga.) 1900-current",full_page,up,,,,False,scope=regional (not US national),,
