quote,topic,direction,price_direction,unemployment_direction,horizon_months,confidence,voice,speaker_name,scope,is_quoted_forecaster,conditional_on,page_id,date,publisher,source_text_type,predicted_norm,realized,basis,hit,scorable,unscorable_reason,horizon_used,horizon_basis,ip_growth_6m,ip_growth_12m,ip_accel,ip_gap,cpi_yoy,cpi_accel,unrate,unrate_d6,stock_ret6,stock_ret12,stock_vol6,stock_drawdown,epu,hindsight_in_recession,has_ip_growth_6m,has_ip_growth_12m,has_ip_accel,has_ip_gap,has_cpi_yoy,has_cpi_accel,has_unrate,has_unrate_d6,has_stock_ret6,has_stock_ret12,has_stock_vol6,has_stock_drawdown,has_epu
".Nothing could over
come the stagnation, the per
manent recession that would be the
result of substituting statism as a
main force in production.”",general_business,worsen,na,na,vague,assertive,expert,William Henry Chamberlin,national,True,substituting statism as a main force,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580357/1949020301/0356.xml,1949-02-03,"the potters herald (east liverpool, ohio) 1899-1982",full_page,worsen,flat,INDPRO,0.0,True,,12.0,default,-2.568907362611147,0.18848622438970583,-2.757393587000853,5.8052814593741076,2.991452991453004,-2.991452991453004,4.0,0.3999999999999999,-3.1415343915343854,3.206483439041583,2.091131662995526,-7.762557077625566,97.86217,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Depression is not in the cards in the foreseeable future.,general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580357/1949030301/0382.xml,1949-03-03,"the potters herald (east liverpool, ohio) 1899-1982",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-3.4860822459200684,-1.313369192608898,-2.1727130533111705,4.3708494525683905,1.2658227848101296,-4.544511309400282,4.3,0.6999999999999997,-2.5570068629621456,2.7787507297139467,1.943899209256212,-7.594604524221907,78.9222,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"New industries, resulting from invention and discovery in the world of chemistry will continue to absorb workers—and money.",employment,improve,na,down,vague,assertive,journalist,na,national,False,na,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580357/1949030301/0382.xml,1949-03-03,"the potters herald (east liverpool, ohio) 1899-1982",full_page,down,up,UNRATE,0.0,True,,12.0,default,-3.4860822459200684,-1.313369192608898,-2.1727130533111705,4.3708494525683905,1.2658227848101296,-4.544511309400282,4.3,0.6999999999999997,-2.5570068629621456,2.7787507297139467,1.943899209256212,-7.594604524221907,78.9222,1,1,1,1,1,1,1,1,1,1,1,1,1,1
The atomic energy program alone is of such hugh proportions that it will be a mighty factor in our national economy.,general_business,improve,na,na,vague,assertive,journalist,na,national,False,na,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580357/1949030301/0382.xml,1949-03-03,"the potters herald (east liverpool, ohio) 1899-1982",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-3.4860822459200684,-1.313369192608898,-2.1727130533111705,4.3708494525683905,1.2658227848101296,-4.544511309400282,4.3,0.6999999999999997,-2.5570068629621456,2.7787507297139467,1.943899209256212,-7.594604524221907,78.9222,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"But while the Marshall Plan works and if President Truman’s plan is added, there is no more danger of depression than there is",general_business,improve,na,na,vague,assertive,journalist,na,national,False,if President Truman's plan is added,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580357/1949030301/0382.xml,1949-03-03,"the potters herald (east liverpool, ohio) 1899-1982",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-3.4860822459200684,-1.313369192608898,-2.1727130533111705,4.3708494525683905,1.2658227848101296,-4.544511309400282,4.3,0.6999999999999997,-2.5570068629621456,2.7787507297139467,1.943899209256212,-7.594604524221907,78.9222,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"But the majority of these experts were agreed that we have passed the peak of inflation, and that a levelling off period is now at hand.",prices,improve,stable,na,vague,assertive,expert,na,national,True,na,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580357/1949031001/0389.xml,1949-03-10,"the potters herald (east liverpool, ohio) 1899-1982",full_page,flat,flat,CPI,1.0,True,,12.0,default,-3.4860822459200684,-1.313369192608898,-2.1727130533111705,4.3708494525683905,1.2658227848101296,-4.544511309400282,4.3,0.6999999999999997,-2.5570068629621456,2.7787507297139467,1.943899209256212,-7.594604524221907,78.9222,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"However, there was little talk to the effect that a severe recession is imminent.",general_business,improve,na,na,vague,hedged,expert,na,national,True,na,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580357/1949031001/0389.xml,1949-03-10,"the potters herald (east liverpool, ohio) 1899-1982",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-3.4860822459200684,-1.313369192608898,-2.1727130533111705,4.3708494525683905,1.2658227848101296,-4.544511309400282,4.3,0.6999999999999997,-2.5570068629621456,2.7787507297139467,1.943899209256212,-7.594604524221907,78.9222,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"One of them, representing a large life insurance company, anticipated a long period of good times, though he added that the buyers’ market is back and the consumer will have to be induced to buy.",general_business,improve,na,na,vague,assertive,expert,na,national,True,na,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580357/1949031001/0389.xml,1949-03-10,"the potters herald (east liverpool, ohio) 1899-1982",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-3.4860822459200684,-1.313369192608898,-2.1727130533111705,4.3708494525683905,1.2658227848101296,-4.544511309400282,4.3,0.6999999999999997,-2.5570068629621456,2.7787507297139467,1.943899209256212,-7.594604524221907,78.9222,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Another, from a publishing house which issues magazines dealing with industrial questions, said he doesn’t fear that a serious downturn is coming, and warned against raising taxes.",general_business,improve,na,na,vague,hedged,expert,na,national,True,na,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580357/1949031001/0389.xml,1949-03-10,"the potters herald (east liverpool, ohio) 1899-1982",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-3.4860822459200684,-1.313369192608898,-2.1727130533111705,4.3708494525683905,1.2658227848101296,-4.544511309400282,4.3,0.6999999999999997,-2.5570068629621456,2.7787507297139467,1.943899209256212,-7.594604524221907,78.9222,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"The economist for a steel company argued that a big backlog of demand, left over from the war days, is still in evidence, and was optimistic as to the future.",general_business,improve,na,na,vague,assertive,expert,na,national,True,na,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580357/1949031001/0389.xml,1949-03-10,"the potters herald (east liverpool, ohio) 1899-1982",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-3.4860822459200684,-1.313369192608898,-2.1727130533111705,4.3708494525683905,1.2658227848101296,-4.544511309400282,4.3,0.6999999999999997,-2.5570068629621456,2.7787507297139467,1.943899209256212,-7.594604524221907,78.9222,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"A pessimistic note was struck by the economist from a national research organization, who was none too sure that we have an easy road ahead.",general_business,worsen,na,na,vague,hedged,expert,na,national,True,na,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580357/1949031001/0389.xml,1949-03-10,"the potters herald (east liverpool, ohio) 1899-1982",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default,-3.4860822459200684,-1.313369192608898,-2.1727130533111705,4.3708494525683905,1.2658227848101296,-4.544511309400282,4.3,0.6999999999999997,-2.5570068629621456,2.7787507297139467,1.943899209256212,-7.594604524221907,78.9222,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"The reason: these burdens, they think, might prove to be sufficient to turn a moderate and temporary decline in business activity into a real recession.",general_business,worsen,na,na,vague,hedged,expert,na,national,True,tax increases,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580357/1949031001/0389.xml,1949-03-10,"the potters herald (east liverpool, ohio) 1899-1982",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default,-3.4860822459200684,-1.313369192608898,-2.1727130533111705,4.3708494525683905,1.2658227848101296,-4.544511309400282,4.3,0.6999999999999997,-2.5570068629621456,2.7787507297139467,1.943899209256212,-7.594604524221907,78.9222,1,1,1,1,1,1,1,1,1,1,1,1,1,1
the nation is not threatened with a de pression “as long as the purchas ing power of American workers and the public as a whole remains high.”,general_business,improve,na,na,vague,assertive,official,na,national,True,purchasing power remains high,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580357/1949052601/0456.xml,1949-05-26,"the potters herald (east liverpool, ohio) 1899-1982",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-5.194330951708362,-3.219226738502014,-1.9751042132063477,0.2813716597579379,1.7094017094017186,-7.423687423687427,5.0,1.2000000000000002,-4.421542553191484,-7.093229924058807,1.510498804369727,-9.463076680837663,59.81542,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"the signs point to “a continued period of high pro duction, substantial employment and prosperity.”",general_business,improve,na,stable,vague,hedged,official,na,national,True,na,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580357/1949052601/0456.xml,1949-05-26,"the potters herald (east liverpool, ohio) 1899-1982",full_page,improve,improve,INDPRO,1.0,True,,12.0,default,-5.194330951708362,-3.219226738502014,-1.9751042132063477,0.2813716597579379,1.7094017094017186,-7.423687423687427,5.0,1.2000000000000002,-4.421542553191484,-7.093229924058807,1.510498804369727,-9.463076680837663,59.81542,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"if Labor, the working people, insist on wage increases to meet in some small part the vastly increased cost of living, the result will be, not higher prices, but a recession in business.",general_business,worsen,stable,na,vague,assertive,official,na,national,True,labor insists on wage increases,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580357/1949060201/0460.xml,1949-06-02,"the potters herald (east liverpool, ohio) 1899-1982",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default,-6.445898903684256,-3.969897575940526,-2.47600132774373,-0.6447593111234095,0.42016806722688177,-4.518528722964588,5.3,1.5999999999999996,-6.088739534088966,-13.462446858762402,1.9469129131405194,-13.462446858762402,75.83322,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Many labor and liberal economists believe such danger signs afl now appearing on the economic- horizon—and that unless proper corrective action is taken promptly the present minor recession may develop into a major one.,general_business,worsen,na,na,vague,hedged,expert,na,national,True,unless proper corrective action is taken,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580357/1949060901/0466.xml,1949-06-09,"the potters herald (east liverpool, ohio) 1899-1982",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default,-6.445898903684256,-3.969897575940526,-2.47600132774373,-0.6447593111234095,0.42016806722688177,-4.518528722964588,5.3,1.5999999999999996,-6.088739534088966,-13.462446858762402,1.9469129131405194,-13.462446858762402,75.83322,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Harris, the Harvard economist, replies that the economic indices “all suggest a recession in 1949—and one that might snowball unless strong measures are taken.”",general_business,worsen,na,na,6,hedged,expert,Seymour Harris,national,True,unless strong measures are taken,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580357/1949060901/0466.xml,1949-06-09,"the potters herald (east liverpool, ohio) 1899-1982",full_page,worsen,improve,INDPRO,0.0,True,,6.0,stated,-6.445898903684256,-3.969897575940526,-2.47600132774373,-0.6447593111234095,0.42016806722688177,-4.518528722964588,5.3,1.5999999999999996,-6.088739534088966,-13.462446858762402,1.9469129131405194,-13.462446858762402,75.83322,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"A cut of five or ten billion in federal spending now to balance the budget, he says, might cut national income 5 to 50 billion dollars, which would mean a serious depression.",general_business,worsen,na,na,vague,hedged,expert,Seymour Harris,national,True,if federal spending is cut,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580357/1949060901/0466.xml,1949-06-09,"the potters herald (east liverpool, ohio) 1899-1982",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default,-6.445898903684256,-3.969897575940526,-2.47600132774373,-0.6447593111234095,0.42016806722688177,-4.518528722964588,5.3,1.5999999999999996,-6.088739534088966,-13.462446858762402,1.9469129131405194,-13.462446858762402,75.83322,1,1,1,1,1,1,1,1,1,1,1,1,1,1
the national business recession will widen and deepen.,general_business,worsen,na,na,vague,assertive,expert,Sidney Fish,national,True,na,/service/ndnp/ohi/batch_ohi_jasmine_ver01/data/sn78000533/00340580357/1949061601/0469.xml,1949-06-16,"the potters herald (east liverpool, ohio) 1899-1982",full_page,worsen,improve,INDPRO,0.0,True,,12.0,default,-6.445898903684256,-3.969897575940526,-2.47600132774373,-0.6447593111234095,0.42016806722688177,-4.518528722964588,5.3,1.5999999999999996,-6.088739534088966,-13.462446858762402,1.9469129131405194,-13.462446858762402,75.83322,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"He believes that if industry is given a clear field now, there will be danger of inflation and economic dislocations.",prices,worsen,up,na,vague,assertive,official,Chester Bowles,national,True,industry is given a clear field now,/service/ndnp/ncu/batch_ncu_lily_ver01/data/sn78002169/00279558856/1945081001/0478.xml,1945-08-10,"the wilmington morning star (wilmington, n.c.) 1909-1990",full_page,up,up,CPI,1.0,True,,12.0,default,-8.468866241267728,-8.76629248706849,0.2974262458007626,-2.3799175324090034,2.840909090909091,0.5298774259448495,,,6.887332908975171,14.285714285714272,1.820464206839302,0.0,207.7068,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"At a news conference, Lt. G<h Brehon Somervell, chief of the Army’s Service Forces, and othei officials stated that the cut-bach in Army coal contracts would save 145,000,000 tons in the nex1 12 months.",general_business,improve,na,na,12,assertive,official,Brehon Somervell,national,True,na,/service/ndnp/ncu/batch_ncu_lily_ver01/data/sn78002169/00279558856/1945081701/0551.xml,1945-08-17,"the wilmington morning star (wilmington, n.c.) 1909-1990",full_page,improve,worsen,INDPRO,0.0,True,,12.0,stated,-8.468866241267728,-8.76629248706849,0.2974262458007626,-2.3799175324090034,2.840909090909091,0.5298774259448495,,,6.887332908975171,14.285714285714272,1.820464206839302,0.0,207.7068,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"The present national coal deficii has been estimated at 25,000,000 tons, the Army spokesmen said, and hence these new cuts will make more than 120,000,000 tons available for reconversion and civilian use.",general_business,improve,na,na,vague,assertive,official,na,national,True,na,/service/ndnp/ncu/batch_ncu_lily_ver01/data/sn78002169/00279558856/1945081701/0551.xml,1945-08-17,"the wilmington morning star (wilmington, n.c.) 1909-1990",full_page,improve,worsen,INDPRO,0.0,True,,12.0,default,-8.468866241267728,-8.76629248706849,0.2974262458007626,-2.3799175324090034,2.840909090909091,0.5298774259448495,,,6.887332908975171,14.285714285714272,1.820464206839302,0.0,207.7068,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"Tremendous cuts in supplies, they added, will ease the freighl situation so much that the congestion now resent will soon cease to exist.",general_business,improve,na,na,vague,assertive,official,na,national,True,na,/service/ndnp/ncu/batch_ncu_lily_ver01/data/sn78002169/00279558856/1945081701/0551.xml,1945-08-17,"the wilmington morning star (wilmington, n.c.) 1909-1990",full_page,improve,worsen,INDPRO,0.0,True,,6.0,inferred_short,-8.468866241267728,-8.76629248706849,0.2974262458007626,-2.3799175324090034,2.840909090909091,0.5298774259448495,,,6.887332908975171,14.285714285714272,1.820464206839302,0.0,207.7068,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"Anderson said fats and oils, however, would continue short “probably into next year,” and that sugar would be scarce “through 1946.”",markets,no_change,na,na,12,assertive,official,Clinton P. Anderson,national,True,na,/service/ndnp/ncu/batch_ncu_lily_ver01/data/sn78002169/00279558856/1945081901/0565.xml,1945-08-19,"the wilmington morning star (wilmington, n.c.) 1909-1990",full_page,flat,improve,STOCK,0.0,True,,12.0,stated,-8.468866241267728,-8.76629248706849,0.2974262458007626,-2.3799175324090034,2.840909090909091,0.5298774259448495,,,6.887332908975171,14.285714285714272,1.820464206839302,0.0,207.7068,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"The suspenison. effective tomorrow, is expected to mean increases soon in the supply of these meats for civilians.",markets,improve,na,na,vague,hedged,journalist,na,national,False,na,/service/ndnp/ncu/batch_ncu_lily_ver01/data/sn78002169/00279558856/1945081901/0565.xml,1945-08-19,"the wilmington morning star (wilmington, n.c.) 1909-1990",full_page,improve,improve,STOCK,1.0,True,,6.0,inferred_short,-8.468866241267728,-8.76629248706849,0.2974262458007626,-2.3799175324090034,2.840909090909091,0.5298774259448495,,,6.887332908975171,14.285714285714272,1.820464206839302,0.0,207.7068,1,1,1,1,1,1,1,0,0,1,1,1,1,1
